TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,638,0.3,2,5,21,712238,1583002356952,0.18230563002680966,1111110000000000000000000000000000000000000000000000000000000000000000000000000011101000000000000000000000000000001110111111111100000000000000000000000000000000000000100000000000000111100000100100000000000000000000000000000000000000111110100100000000000001111111111110111100001110000000000111111001000000011110000000000000000000000000000000000000000000000000000000000000001,0.11885245901639344,0101101111111101011010000000001000000000000000000000000000000000100000000000000000000000000000000000001011010111000000000000000000000000000000000000000010001000000000000000111000000000000000000000000000000000000000000000000000000000000000000000,1.0,111,1,1,2,1,0.13815789473684212,1101111111111111111111110000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000110111111111000000000000000001010000000000010100000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0,,1.0,111,0.6666666666666666,110,0.11885245901639344,1010101111111101011010000000001000000000000000000000000000000000010000000000000000000000000000000000001011011011000000000000000000000000000000000000000010001000000000000000110100000000000000000000000000000000000000000000000000000000000000000000
